id,Arabic,English,pred_ar_standalone,pred_en_standalone,chrf_en_to_ar_standalone,chrf_ar_to_en_standalone,pred_ar_stage2,pred_en_stage2,chrf_en_to_ar_stage2,chrf_ar_to_en_stage2,delta_chrf_en_to_ar,delta_chrf_ar_to_en
18389,نتيا عمري كاع، وآمالي، وأزين سنوات عدّت من حياتي.,"You are my whole life, my hopes, and the best years that have passed.",ڨاع حياتي، أملي، وأحسن سنين اللي فاتو.,"<em>You are my whole life, my hopes, and the best years of my life.</em>",18.299104337683527,71.22299705111065,ڨاع حياتي، أمالي، وأحسن سنين اللي فاتو.,"<em>You are my whole life, my hopes, and the best years of my life.</em>",21.641519629167465,71.22299705111065,3.3424152914839382,0.0
47467,خليني نسقسيك سؤال، يلا معليش. كيفاش في رأيك تحصلت على الخدمة من الأول؟ ما رانيش حاب نخيب ظنك. الحاجة اللي تدهش هي أن السلوان هو الفرصة.,"Let me ask you a question, if I may. How do you think she got the job in the first place? I don't mean to disappoint you. What's amazing is that solace is the opportunity.",خليني نسقسيك سؤال، إذا سمحت. كيفاش رايك بلي دات الخدمة أصلاً؟ ما رانيش حاب نخيب ظنك. الحاجة اللي عجبتني هي بلي الراحة هي الفرصة.,"1. Let me ask you a question, if that's okay. How, in your opinion, did you get the job in the first place? I don't want to disappoint you. The amazing thing is that the cure is the opportunity.",52.49880016135718,69.32503123840405,ڨولي سؤال، إذا سمحت. كيفاش في رايك دات هاد الخدمة أصلاً؟ ما رانيش حاب نخيب ظنك. الحاجة اللي عجبتني هي بلي الراحة هي الفرصة.,"1. Let me ask you a question, if that's okay. How, in your opinion, did you get the job in the first place? I don't want to disappoint you. The amazing thing is that the cure is the opportunity.",46.88039653248877,69.32503123840405,-5.618403628868414,0.0
713,القرد كان يقلق في هذا الراجل في خدمتو. إيه، واش هادا؟ واش هادا؟,"The monkey was bothering this man at his work. Yeah, what's this? What's this?",ڨرد كان يقلق هاد الراجل في خدمتو. إيه، واش هادا؟ واش هادا؟,"1. The monkey was bothering this man at work. Yes, what's this? What's this?",78.88361314377606,83.93264138390256,ڨرد كان يقلق هاد الراجل في خدمتو. إيه، واش هادا؟ واش هادا؟,"The monkey was bothering this man at his work. Yes, what's this? What's this?",78.88361314377606,92.59878657621697,0.0,8.666145192314403
47173,كيفاش ما تشكرنيش؟,How come you don't thank me?,ڨاع ماكاش شكرا؟,How could you not thank me?,12.374113177349429,50.550779439287474,ڨاع ما راكش شاكرني؟,How could you not thank me?,19.417823651692714,50.550779439287474,7.0437104743432855,0.0
40808,حاب نخدم كتاب معاكم وين نكتشفوا قصته كيف كيف داير على القيم والأهداف تاع الشركة ديالنا، مع إمكانية نصنعوا شخصيات كيف كيف. رانا نخدموا على مشروع مهم بزاف قريب وهو أساسي للتطور المهني. حنا راح نمولوا القصة هادي، ونوزعوها معاكم، ونديرولها إشهار، ونخلقولها حملة خاصة بيها إن شاء الله. راني فرحان بزاف بالخدمة وفرحان كتر بلي انتم الثلاثة راكم مشاركين. شكرا ليك بزاف.,"I want to create a book with you where we explore its story together around our company's values and goals, with the possibility of creating characters together. We are working on a very important project soon that's crucial for career development. We will fund this story, distribute it with you, advertise it, and create a separate campaign for it, God willing. I'm really happy with the work and especially happy that all three of you are involved. Thank you so much.",حاب نديرو كتاب معاك وين نستكشفو قصتو كيف كيف حول قيمنا وأهداف الشركة، وبإمكاننا نديرو شخصيات كيف كيف. رانا نخدمو على مشروع مهم بزاف قريب اللي ضروري للتطور المهني. رانا رايحين نمولو هاد القصة، نوزعوها معاك، نديرو فيها إشهار، ونخدمو حملة وحدة أخرى ليها إن شاء الله. راني فرحان بزاف بالخدمة وفرحان بزاف بلي كامل الثلاثة راهم مشاركين. شكرا بزاف.,"1 want to make a book with you where I explore its story together about our company's values and goals, with the possibility of creating characters together. We're working on a very important project that's very close and essential for professional development. We will fund this story, distribute it with you, advertise it, and create a special campaign for it, God willing. I'm very happy with the work and even happier that you three are participating. Thank you so much.",54.06792792515387,77.50243718515341,ڨاع حاب نديرو كتاب معاك وين نستكشفو حكايتو مع بعض حول قيم الشركة والأهداف تاعها، وبإمكاننا نديرو شخصيات مع بعض. رانا نخدمو على مشروع مهم بزاف قريب اللي ضروري للتطور المهني. راح نغطي هاد الحكاية، نوزعها معاك، نديرلها إشهار، ونخدم حملة وحدة أخرى ليها إن شاء الله. راني فرحان بزاف بالخدمة وفرحان بزاف بلي ڨاع الثلاثة راهم مشاركين. شكرا بزاف.,"1 want to make a book with you where we explore its story together about our company's values and goals, with the possibility of creating characters together. We're working on a very important project that's very close and essential for professional development. We will fund this story, distribute it with you, advertise it, and create a special campaign for it, God willing. I'm very happy with the work and even happier that you three are participating. Thank you so much.",50.49773951908699,78.5568095538189,-3.570188406066876,1.054372368665483
8278,سقساه، 'واش هاد السولفان؟ واش هاد السولفان العيان؟',"He asked him, 'What is this thinner? What is this low-quality thinner?'",ڨاللو: 'واش هاد الثينار؟ واش هاد الثينار تاع الجودة الهايلة؟',"He asked him, 'What's this solvent? What's this bad solvent?'",38.91790669069747,41.34391979162354,ڨاللو: 'واش هاد الثينار؟ واش هاد الثينار تاع الجودة الضعيفة؟',"He asked him, 'What's this sulfur? What's this bad sulfur?'",39.19822072018203,42.28335267413921,0.28031402948455764,0.9394328825156677
36880,يا يما، فاتني هاد التريند.,"Oh my goodness, I missed this trend.",يا يما، فاتني هاد الموضة.,"0h my, I missed this trend.",70.77831063433405,65.50171829404172,ڨاع، توحشت هاد الموضة.,"0-0, I missed this trend.",17.197196499305107,62.07727177190719,-53.58111413502894,-3.424446522134531
27590,اسمحلي، الفرق يلعبو بطريقة مختلفة ضد تشيلسي على كيفاش يلعبو ضدي. ما بقاتش كيما بكري.,"I'm sorry, teams play differently against Chelsea than they do against me. It's not like that anymore.",سمحلي، الفرق يلعبوا بطريقة مختلفة ضد تشيلسي على كيفاش يلعبوا ضدي. ماشي هكاك دروك.,"10 minutes, the difference plays differently against Chelsea than how they play against me. It's not the same as before.",66.96844443434628,55.77964067049744,ڨاع، الفرق يلعبوا بطريقة مختلفة ضد تشيلسي على كيفاش يلعبوا ضدي. ما بقاش هكاك.,"1000 apologies, the teams play differently against Chelsea than how they play against me. It's not the same anymore.",66.35390370895988,67.72270181959486,-0.614540725386405,11.943061149097417
49967,طبعاً، بالمناسبة، فيما يخص وضعية رونالدو، انسى كامل تفاصيل التيران وهذوك الحوايج.,"Of course, by the way, about Ronaldo's situation, forget about all those field details and stuff.",ڨاع، على فكرة، على جال حالة رونالدو، انساو كامل هادوك التفاصيل تاع الميدان وهادوك الصوالح.,"100%, by the way, regarding Ronaldo's situation, forget about all the field details and all that.",29.665272481742043,67.91756869472252,ڨاع، على فكرة، بالنسبة لحالة رونالدو، انساو كامل هادوك التفاصيل تاع الميدان وهادوك الصوالح.,"100%, by the way, regarding Ronaldo's situation, forget about all the details and stuff.",31.499814533906783,69.85528108417094,1.834542052164739,1.9377123894484214
10616,راح يمدوا له نقطة إضافية باش يطلعوه من ناقص واحد للصفر.,He will be given a bonus grade to raise him from minus one to zero.,یرفعلو علامته باش يرفدوه من ناقص واحد لصفر.,1 point will be added to him to make him go from minus one to zero.,37.487635344709005,48.0847011459538,ڨاع راح يعطوه درجة إضافية باش يرفدو من ناقص واحد لصفر.,1 point will be added to him to make him go from minus one to zero.,50.06495668411851,48.0847011459538,12.577321339409508,0.0
23982,في هاد النقطة، كنا محتاجين لاعب يرد، يهدر، يوضح موقفنا، بما أن اللاعبين بداو ياخدوا مواقف ويدخلوا السياسة في كرة القدم. وهنا، أول لاعب رد، أول شرارة، كان محمد النني. مع النني، اختلفت واتفقت معاه كلاعب بزاف مرات، بصح ما تقدرش تختلف مع مواقفو الإنسانية في قضايا معينة.,"At this point, we needed a player to respond, to speak up, to clarify our position, since players started to take stances and bring politics into football. And here, the first player to respond, the first spark, was Mohamed Elneny. With Elneny, I've disagreed and agreed with him as a player many times, but you can't disagree with his humanitarian stances on certain issues.",ڨاع، كان لازم عندنا لاعب يجاوب، يهدر، يوضح موقفنا، بما أن اللاعبين بداو يتباهاو ويحطو السياسة في كرة القدم. وهنا، أول لاعب جاوب، أول شعلة، كان محمد النني. مع النني، شفتو فيه بزاف مرات، بصح ما تقدرش تختلف مع مواقفو الإنسانية في بعض القضايا.,"1. At this point, we needed a player to respond, speak up, clarify our position, since players have started taking stances and getting involved in politics in football. Here, the first player to respond, the first spark, was Mohamed Elneny. With Elneny, I disagreed and agreed with him as a player many times, but you can't disagree with his humanitarian stances on certain issues.",64.16492801680955,86.10444072252807,ڨاع، كان لازم عندنا لاعب يجاوب، ويقول كلمتو، ويوضح موقفنا، بما أن اللاعبين بداو يديو مواقف ويحطو السياسة في كرة القدم. وهنا، أول لاعب جاوب، أول شعلة، كان محمد النني. مع النني، تضاربت معاه ووافقته كلاعب بزاف خطرات، بصح ما تقدرش تضاربو على مواقفو الإنسانية في بعض القضايا.,"1. At this point, we needed a player to respond, speak up, and clarify our position, since players have started taking stances and getting involved in politics in football. Here, the first player to respond, the first spark, was Mohamed Elneny. With Elneny, I disagreed and agreed with him as a player many times, but you can't disagree with his humanitarian stances on certain issues.",59.14476658298402,85.96383331538999,-5.020161433825535,-0.14060740713807718
37613,راك ديرها على صوالح تافهة.,You do it for silly things.,ڨاع ديرها على جال صوالح تافهين.,1. You're making a big deal out of nothing.,55.14544418431784,17.905259077510163,ڨاع تديرها على جال صوالح تافهين.,100%,50.29978501047063,0.0,-4.84565917384721,-17.905259077510163
37268,المهم، عطيت شوية دراهم لبعض الطفلات فيهم. يعرفوا كيفاش يسلكو راسهم، بصحتهم، كاين دراهم بزاف اليوم.,"Anyway, I gave some money to a few girls among them. They'll handle it well, bravo, there's a lot of money today.",ڨاع، عطيت شوية دراهم لزوج بنات من بينهم. راهم رايحين يديروا فيها مليح، برافو، كاين دراهم بزاف اليوم.,"1st of all, I gave some money to some girls among them. They know how to handle themselves, for their sake, there's a lot of money today.",44.83662999417828,64.48751809053027,ڨاع، عطيت شوية دراهم لزوج بنات منهم. راح يخدموهم مليح، برافو، كاين دراهم بزاف اليوم.,"1000 dinars, I gave some money to some girls among them. They know how to handle themselves, may God bless them, there's a lot of money today.",44.929506558930775,63.58881770303479,0.09287656475249406,-0.8987003874954809
2903,هي، الفيل يقولي، 'هي يا صاحبي، أو واو، يا صاحبي صاحب الخطوط'، وصحابه يسلموا، يسلموا، ويسلموا.,"Hey, the elephant tells me, 'Hey my friend, oh wow, my friend with the stripes,' and his friends greet, greet, and greet.",ياه، الفيل يقولي: 'يا صاحبي، واو، صاحبي اللي عندو الخطوط'، وصاحبو يسلمو، يسلمو، ويتمتمو.,"<em>Hey, the elephant tells me, 'Hey my friend, oh wow, my friend the line owner,' and his friends greet, greet, and greet.</em>",43.382477166576024,82.71620000536268,‹يا خويا، يا واو، خويا اللي عندو الخطوط›، والأصحاب تاعو يسلمو، يسلمو، ويتمتمو.,"<em>Hey, the elephant tells me, 'Hey my friend, oh wow, my friend the line owner,' and his friends greet, greet, and greet.</em>",23.011276255294728,82.71620000536268,-20.371200911281296,0.0
28190,نطلوها من الفوق ونزيدو المايونيز. يلا كاش واحد ما يحبش المايونيز، تقدر تستعمل ياوورت طبيعي في بلاصتها. يعني يلا ما حبيتش هادي، تقدر تستعمل هاديك. هادي تجي من الفوق، وكي تاكل تخلطها. هاوليك المعدنوس، ولي ما يحبش المعدنوس، يقدر يستعمل الدبشة ولا الشبت - واش تحب، واش حبيت، مفهوم؟,"We’ll spread it on top and add mayonnaise. If someone doesn’t like mayonnaise, you can use yogurt instead. So if you don’t like this, you can use that. This will go on top, and while eating, you’ll mix it. Here’s parsley, and for those who don’t like parsley, they can use coriander or dill—whatever you like, whatever you want, okay?",راح نزيدوها فوق ونزيدو مايونيز. إذا كاين اللي ما يحبش المايونيز، تقدر تستعمل لاكريم فريش. إذن إذا ما تحبش هادي، تقدر تستعمل هادي. هادي راح تزيد فوق، وكي تاكل تخلطها. ها هو المعدنوس، واللي ما يحبش المعدنوس، يقدر يستعمل الريحان ولا النعناع - واش تحب، واش تحب، اوكي؟,"1. We'll put it on top and add the mayonnaise. If anyone doesn't like mayonnaise, you can use natural yogurt instead. So if you don't like this, you can use that one. This goes on top, and when you eat it, you mix it. Here's the parsley, and if anyone doesn't like parsley, they can use dill or chervil—whatever you like, whatever you want, okay?",55.32371930236625,68.24838021428818,ڨاع نوزعوها فوق ونزيدو المايونيز. إذا كاين اللي ما يحبش المايونيز، تقدر تستعمل ياغورت. إذن إذا ما تحبش هادي، تقدر تستعمل هادي. هادي تروح فوق، وكي تاكل تخلطها. ها هو المعدنوس، واللي ما يحبش المعدنوس، يقدر يستعمل الريحان ولا النعناع - واش تحب، واش حاب، اوكي؟,"1. We'll put it on top and add the mayonnaise. If anyone doesn't like mayonnaise, you can use natural yogurt instead. So if you don't like this, you can use that. This goes on top, and when you eat it, you mix it. Here's the parsley, and whoever doesn't like parsley, can use mint or chervil—whatever you like, whatever you want, okay?",58.13869245583512,67.28726273571358,2.81497315346887,-0.9611174785745931
38186,أنا وعمر جاوبنا، والإجابات تاعنا تصححت. خد هذي يا ميسي المقلق!,"Omar and I answered, and our responses were graded. Take that, you annoying Messi!",ڨاع أنا وعمر جاوبنا، والإجابات تاعنا تتقيم. ديها يا مسي، يا مزير تاعنا!,"2 of us answered, and our answers were correct. Take this, Messi the annoying one!",55.21073452232537,45.917512218479025,ڨاع أنا وعمر جاوبنا، والجوابات تاعنا تتقيم. ديها يا مسي تاعك!,"2 of us answered, and our answers were correct. Take this, Messi the annoying one!",46.99319443892092,45.91751221847903,-8.217540083404444,7.105427357601002e-15
26764,طبعا، نتخيل ثاني بلي هاد الشي يعتمد على التطبيق، كيما فاير تراك أكيد، رانا ناخدو متوسط اللي يقدر يطلع، ولا يقدر يهبط.,"Of course, I also imagine this will depend on the application, like Fire Track for sure, so we're taking an average that might go up, or it might go down.",ڨاع، نتخيل ثاني بلي هادي راح تعتمد على التطبيق، كيما فايير تراك أكيد، إذن رانا نديو متوسط بالاك يطلع، بالاك يهبط.,"100%, I also imagine that this depends on the application, like Fire Track for sure, we're taking an average that can go up, or can go down.",55.154296772883306,70.04386110456281,ڨاع، نتخيل ثاني بلي هاد الشي راح يعتمد على التطبيق، كيما فاير تراك أكيد، إذن رانا نديو متوسط بالاك يطلع، بالاك يهبط.,"Of course, I also imagine that this depends on the application, like Fire Track for sure, we take the average that can go up, or can go down.",64.61288579119547,68.03644252323596,9.45858901831216,-2.0074185813268457
44119,آه,Oh,آه,1,100.0,0.0,ڨاع,,0.0,0.0,-100.0,0.0
36777,الماتش مشحون، مع ثلاثة مهاجمين راهم شاعلين نار وقاعدين يقدمو في أداء هايل.,"The game is intense, with three attackers who are on fire and performing really well.",ڨاع الماتشات راهم حارقة، كاين ثلاثة مهاجمين راهم شاعلين نار وراهم يلعبو مليح بزاف.,"3-0, the match is intense, with three strikers on fire and performing brilliantly.",46.97536393217218,54.480372712398776,ڨاع الماتشات راهم حارقة، كاين ثلاثة مهاجمين راهم شاعلين نار ودارين في أداء هايل بزاف.,"100% match, with three strikers who are on fire and performing really well.",58.22724852813765,68.85441291023311,11.251884595965471,14.374040197834333
38552,راك تقرا، حسين؟,"Are you studying, Hussein?",ڨاعد تقرا يا حسين؟,"<em>Are you studying, Hussein?</em>",30.720322592311533,79.84704771139516,ڨاعد تقرا يا حسين؟,"<em>Are you studying, Hussein?</em>",30.720322592311533,79.84704771139516,0.0,0.0
1412,مليح، نقدر ندي حاجة قبل العرض؟,"Well, can I get something before the offer?",ڨاع، نقدر ندي حاجة قبل العرض؟,"1000 dinars, can I take something before the offer?",82.5658195511351,69.98333494789765,ڨاع، نقدر ندي حاجة قبل العرض؟,"1000 dinars, can I get something before the offer?",82.5658195511351,85.64512426642949,0.0,15.661789318531845
12638,الهلال راه واجد تاني باش يلحق لـ 65 مليون بخلص يلحق لنص مليون أورو في الأسبوع.,Hilal is also ready to reach 65 million with a salary that reaches half a million euros per week.,ڨال هلال راه واجد يلحق لـ 65 مليون براتب يلحق نص مليون أورو في السمانة.,"65 million is also available for Al Hilal to reach for, which would be half a million euros per week.",60.09547007284212,55.31796349822861,65 مليون هي تاني واجدين باش يلحقو لـ 65 مليون براتب يلحق نص مليون أورو في السمانة.,"65 million is also available for Al Hilal to reach, which would be half a million euros per week.",48.23567659294135,55.6225192190255,-11.859793479900766,0.3045557207968912
21315,مركز محمد,Mohamed's Center,ڨاع,1st Mohammed Center,0.0,43.65170214445007,ڨاع مركز محمد,1st Mohammed Center,89.06514941741985,43.65170214445007,89.06514941741985,0.0
